Node	Time	ActivationFactorID_UP_Reg
21	6	0
21	7	0
21	8	1
21	9	0
21	10	1
21	11	0
21	12	0
21	13	1
21	14	0
21	15	0
21	16	0
21	17	0
21	18	0
21	19	1
21	20	1
21	21	0
21	22	0
21	23	0
21	24	1
22	1	0
22	2	0
22	3	0
22	4	1
22	5	0
22	6	1
22	7	0
22	8	1
22	9	1
22	10	0
22	11	0
22	12	0
22	13	0
22	14	0
22	15	0
22	16	0
22	17	0
22	18	0
22	19	0
22	20	0
22	21	1
22	22	1
22	23	1
22	24	0
23	1	0
23	2	0
23	3	0
23	4	0
23	5	0
23	6	0
23	7	0
23	8	0
23	9	1
23	10	0
23	11	1
23	12	0
23	13	1
23	14	1
23	15	0
23	16	0
23	17	1
23	18	0
23	19	0
23	20	0
23	21	0
23	22	1
23	23	0
23	24	1
24	1	0
24	2	0
24	3	0
24	4	0
24	5	0
24	6	1
24	7	1
24	8	0
24	9	0
24	10	1
24	11	1
24	12	0
24	13	1
24	14	0
24	15	0
24	16	0
24	17	0
24	18	0
24	19	0
24	20	1
24	21	0
24	22	0
24	23	1
24	24	0
25	1	0
25	2	1
25	3	0
25	4	0
25	5	1
25	6	1
25	7	1
25	8	0
25	9	1
25	10	0
25	11	0
25	12	1
25	13	0
25	14	0
25	15	0
25	16	1
25	17	0
25	18	0
25	19	1
25	20	0
25	21	0
25	22	1
25	23	0
25	24	0
26	1	0
26	2	0
26	3	0
26	4	0
26	5	1
26	6	0
26	7	0
26	8	0
26	9	0
26	10	1
26	11	0
26	12	0
26	13	0
26	14	1
26	15	0
26	16	0
26	17	0
26	18	1
26	19	0
26	20	0
26	21	0
26	22	1
26	23	0
26	24	0
27	1	0
27	2	0
27	3	1
27	4	0
27	5	1
27	6	0
27	7	1
27	8	0
27	9	0
27	10	1
27	11	1
27	12	1
27	13	0
27	14	0
27	15	0
27	16	0
27	17	0
27	18	0
27	19	1
27	20	1
27	21	0
27	22	0
27	23	1
27	24	1
28	1	0
28	2	0
28	3	1
28	4	1
28	5	0
28	6	0
28	7	1
28	8	0
28	9	0
28	10	1
28	11	0
28	12	0
28	13	1
28	14	0
28	15	0
28	16	1
28	17	0
28	18	1
28	19	0
28	20	1
28	21	0
28	22	0
28	23	1
28	24	1
29	1	0
29	2	0
29	3	0
29	4	0
29	5	1
29	6	0
29	7	0
29	8	0
29	9	1
29	10	0
29	11	1
29	12	0
29	13	0
29	14	0
29	15	1
29	16	0
29	17	0
29	18	0
29	19	0
29	20	0
29	21	1
29	22	1
29	23	0
29	24	0
30	1	1
30	2	0
30	3	0
30	4	0
30	5	1
30	6	0
30	7	1
30	8	0
30	9	1
30	10	0
30	11	0
30	12	0
30	13	1
30	14	1
30	15	1
30	16	0
30	17	1
30	18	1
30	19	1
30	20	0
30	21	0
30	22	0
30	23	0
30	24	0
31	1	1
31	2	0
31	3	1
31	4	0
31	5	0
31	6	0
31	7	0
31	8	0
31	9	0
31	10	0
31	11	0
31	12	1
31	13	0
31	14	1
31	15	1
31	16	1
31	17	0
31	18	1
31	19	0
31	20	0
31	21	1
31	22	1
31	23	0
31	24	1
32	1	0
32	2	0
32	3	0
32	4	1
32	5	0
32	6	0
32	7	0
32	8	0
32	9	0
32	10	1
32	11	0
32	12	0
32	13	0
32	14	0
32	15	0
32	16	0
32	17	0
32	18	0
32	19	0
32	20	1
32	21	1
32	22	0
32	23	0
32	24	0
33	1	1
33	2	0
33	3	0
33	4	1
33	5	0
33	6	0
33	7	0
33	8	1
33	9	0
33	10	1
33	11	0
33	12	1
33	13	1
33	14	0
33	15	0
33	16	0
33	17	0
33	18	1
33	19	0
33	20	0
33	21	0
33	22	1
33	23	1
33	24	0
34	1	0
34	2	1
34	3	1
34	4	1
34	5	0
34	6	0
34	7	0
34	8	1
34	9	0
34	10	1
34	11	0
34	12	1
34	13	0
34	14	0
34	15	0
34	16	0
34	17	0
34	18	0
34	19	0
34	20	0
34	21	1
34	22	0
34	23	1
34	24	1
35	1	0
35	2	1
35	3	0
35	4	0
35	5	0
35	6	0
35	7	0
35	8	0
35	9	0
35	10	1
35	11	1
35	12	1
35	13	1
35	14	0
35	15	1
35	16	0
35	17	0
35	18	1
35	19	0
35	20	0
35	21	0
35	22	1
35	23	0
35	24	0
36	1	1
36	2	1
36	3	1
36	4	0
36	5	0
36	6	0
36	7	1
36	8	1
36	9	0
36	10	0
36	11	1
36	12	1
36	13	1
36	14	0
36	15	0
36	16	1
36	17	1
36	18	0
36	19	0
36	20	0
36	21	1
36	22	0
36	23	1
36	24	0
37	1	1
37	2	1
37	3	0
37	4	0
37	5	1
37	6	0
37	7	0
37	8	0
37	9	0
37	10	0
37	11	1
37	12	0
37	13	0
37	14	0
37	15	0
37	16	0
37	17	0
37	18	0
37	19	0
37	20	0
37	21	1
37	22	0
37	23	0
37	24	0
38	1	1
38	2	0
38	3	1
38	4	0
38	5	0
38	6	0
38	7	0
38	8	1
38	9	1
38	10	0
38	11	1
38	12	1
38	13	1
38	14	0
38	15	0
38	16	1
38	17	1
38	18	0
38	19	0
38	20	1
38	21	1
38	22	0
38	23	1
38	24	0
39	1	0
39	2	1
39	3	1
39	4	0
39	5	0
39	6	1
39	7	0
39	8	0
39	9	0
39	10	1
39	11	0
39	12	0
39	13	0
39	14	0
39	15	1
39	16	0
39	17	0
39	18	0
39	19	1
39	20	0
39	21	0
39	22	1
39	23	0
39	24	0
40	1	0
40	2	0
40	3	0
40	4	0
40	5	1
40	6	1
40	7	0
40	8	1
40	9	0
40	10	1
40	11	1
40	12	0
40	13	0
40	14	0
40	15	0
40	16	1
40	17	1
40	18	1
40	19	1
40	20	0
40	21	0
40	22	1
40	23	0
40	24	0
41	1	0
41	2	0
41	3	0
41	4	1
41	5	0
41	6	0
41	7	0
41	8	0
41	9	0
41	10	1
41	11	0
41	12	0
41	13	1
41	14	0
41	15	0
41	16	1
41	17	1
41	18	1
41	19	0
41	20	0
41	21	0
41	22	0
41	23	1
41	24	0
42	1	1
42	2	1
42	3	0
42	4	0
42	5	0
42	6	0
42	7	0
42	8	0
42	9	0
42	10	1
42	11	1
42	12	0
42	13	0
42	14	0
42	15	0
42	16	1
42	17	0
42	18	0
42	19	0
42	20	0
42	21	1
42	22	0
42	23	0
42	24	0
43	1	0
43	2	0
43	3	0
43	4	0
43	5	0
43	6	0
43	7	0
43	8	0
43	9	1
43	10	0
43	11	0
43	12	0
43	13	1
43	14	1
43	15	0
43	16	0
43	17	0
43	18	1
43	19	0
43	20	0
43	21	1
43	22	0
43	23	0
43	24	0
44	1	1
44	2	0
44	3	0
44	4	1
44	5	0
44	6	1
44	7	0
44	8	0
44	9	0
44	10	0
44	11	0
44	12	0
44	13	0
44	14	1
44	15	0
44	16	0
44	17	0
44	18	0
44	19	0
44	20	0
44	21	0
44	22	0
44	23	1
44	24	0
45	1	0
45	2	1
45	3	0
45	4	1
45	5	0
45	6	1
45	7	0
45	8	0
45	9	0
45	10	0
45	11	0
45	12	0
45	13	0
45	14	1
45	15	0
45	16	0
45	17	1
45	18	0
45	19	1
45	20	1
45	21	0
45	22	0
45	23	1
45	24	0
46	1	1
46	2	0
46	3	1
46	4	0
46	5	0
46	6	1
46	7	1
46	8	0
46	9	0
46	10	0
46	11	0
46	12	1
46	13	0
46	14	0
46	15	0
46	16	0
46	17	1
46	18	0
46	19	0
46	20	1
46	21	0
46	22	0
46	23	1
46	24	0
47	1	1
47	2	0
47	3	1
47	4	1
47	5	0
47	6	0
47	7	0
47	8	0
47	9	0
47	10	0
47	11	0
47	12	1
47	13	0
47	14	0
47	15	0
47	16	0
47	17	0
47	18	0
47	19	0
47	20	0
47	21	0
47	22	0
47	23	0
47	24	0
48	1	0
48	2	0
48	3	0
48	4	1
48	5	1
48	6	0
48	7	1
48	8	1
48	9	0
48	10	0
48	11	0
48	12	1
48	13	1
48	14	0
48	15	0
48	16	0
48	17	0
48	18	0
48	19	0
48	20	1
48	21	0
48	22	0
48	23	0
48	24	0
49	1	0
49	2	0
49	3	1
49	4	0
49	5	0
49	6	0
49	7	1
49	8	0
49	9	1
49	10	0
49	11	0
49	12	0
49	13	0
49	14	1
49	15	1
49	16	1
49	17	0
49	18	1
49	19	1
49	20	0
49	21	0
49	22	0
49	23	0
49	24	1
50	1	0
50	2	1
50	3	1
50	4	0
50	5	1
50	6	0
50	7	0
50	8	0
50	9	0
50	10	0
50	11	0
50	12	1
50	13	1
50	14	0
50	15	0
50	16	0
50	17	0
50	18	1
50	19	1
50	20	0
50	21	0
50	22	0
50	23	0
50	24	0
51	1	0
51	2	0
51	3	1
51	4	0
51	5	1
51	6	0
51	7	0
51	8	0
51	9	0
51	10	1
51	11	0
51	12	1
51	13	0
51	14	0
51	15	0
51	16	1
51	17	0
51	18	0
51	19	0
51	20	1
51	21	1
51	22	0
51	23	0
51	24	1
52	1	0
52	2	0
52	3	1
52	4	1
52	5	0
52	6	0
52	7	0
52	8	1
52	9	1
52	10	1
52	11	0
52	12	0
52	13	0
52	14	0
52	15	0
52	16	1
52	17	0
52	18	0
52	19	0
52	20	0
52	21	0
52	22	1
52	23	0
52	24	0
53	1	0
53	2	1
53	3	1
53	4	1
53	5	0
53	6	0
53	7	1
53	8	0
53	9	1
53	10	0
53	11	0
53	12	0
53	13	0
53	14	0
53	15	0
53	16	0
53	17	1
53	18	1
53	19	0
53	20	1
53	21	0
53	22	0
53	23	1
53	24	1
54	1	1
54	2	0
54	3	1
54	4	0
54	5	0
54	6	1
54	7	1
54	8	0
54	9	0
54	10	0
54	11	0
54	12	1
54	13	1
54	14	1
54	15	1
54	16	1
54	17	0
54	18	1
54	19	1
54	20	0
54	21	0
54	22	0
54	23	0
54	24	0
55	1	0
55	2	0
55	3	0
55	4	1
55	5	0
55	6	1
55	7	0
55	8	0
55	9	1
55	10	1
55	11	1
55	12	0
55	13	1
55	14	1
55	15	0
55	16	0
55	17	1
55	18	0
55	19	1
55	20	0
55	21	1
55	22	0
55	23	1
55	24	0
56	1	1
56	2	0
56	3	1
56	4	0
56	5	1
56	6	0
56	7	0
56	8	0
56	9	1
56	10	0
56	11	0
56	12	0
56	13	0
56	14	1
56	15	0
56	16	0
56	17	1
56	18	0
56	19	0
56	20	0
56	21	1
56	22	0
56	23	0
56	24	0
57	1	0
57	2	1
57	3	0
57	4	0
57	5	0
57	6	1
57	7	0
57	8	1
57	9	0
57	10	0
57	11	1
57	12	1
57	13	0
57	14	0
57	15	0
57	16	0
57	17	1
57	18	0
57	19	1
57	20	0
57	21	0
57	22	0
57	23	0
57	24	1
58	1	0
58	2	0
58	3	0
58	4	0
58	5	0
58	6	0
58	7	1
58	8	0
58	9	1
58	10	1
58	11	1
58	12	0
58	13	0
58	14	1
58	15	0
58	16	0
58	17	0
58	18	0
58	19	0
58	20	0
58	21	0
58	22	1
58	23	0
58	24	0
59	1	0
59	2	1
59	3	0
59	4	1
59	5	1
59	6	0
59	7	0
59	8	1
59	9	1
59	10	1
59	11	0
59	12	1
59	13	1
59	14	1
59	15	1
59	16	1
59	17	0
59	18	1
59	19	0
59	20	0
59	21	1
59	22	0
59	23	0
59	24	0
60	1	0
60	2	0
60	3	0
60	4	0
60	5	1
60	6	0
60	7	0
60	8	0
60	9	0
60	10	1
60	11	0
60	12	1
60	13	0
60	14	0
60	15	0
60	16	0
60	17	1
60	18	1
60	19	0
60	20	1
60	21	0
60	22	0
60	23	0
60	24	0
61	1	0
61	2	0
61	3	0
61	4	0
61	5	0
61	6	0
61	7	0
61	8	0
61	9	1
61	10	0
61	11	0
61	12	0
61	13	0
61	14	1
61	15	0
61	16	1
61	17	0
61	18	0
61	19	0
61	20	0
61	21	0
61	22	0
61	23	1
61	24	0
62	1	0
62	2	0
62	3	0
62	4	0
62	5	0
62	6	0
62	7	0
62	8	0
62	9	0
62	10	0
62	11	1
62	12	0
62	13	0
62	14	0
62	15	0
62	16	0
62	17	0
62	18	0
62	19	0
62	20	0
62	21	0
62	22	0
62	23	1
62	24	0
63	1	0
63	2	0
63	3	0
63	4	1
63	5	0
63	6	1
63	7	0
63	8	0
63	9	0
63	10	0
63	11	0
63	12	0
63	13	1
63	14	0
63	15	0
63	16	0
63	17	0
63	18	1
63	19	0
63	20	1
63	21	0
63	22	0
63	23	1
63	24	1
64	1	0
64	2	0
64	3	0
64	4	1
64	5	1
64	6	0
64	7	0
64	8	0
64	9	0
64	10	1
64	11	0
64	12	0
64	13	0
64	14	1
64	15	0
64	16	1
64	17	0
64	18	0
64	19	0
64	20	0
64	21	1
64	22	0
64	23	1
64	24	0
65	1	0
65	2	1
65	3	0
65	4	0
65	5	1
65	6	0
65	7	0
65	8	0
65	9	0
65	10	1
65	11	0
65	12	0
65	13	0
65	14	1
65	15	1
65	16	1
65	17	0
65	18	0
65	19	1
65	20	1
65	21	0
65	22	1
65	23	0
65	24	0
66	1	1
66	2	1
66	3	0
66	4	0
66	5	0
66	6	1
66	7	1
66	8	0
66	9	0
66	10	1
66	11	0
66	12	0
66	13	1
66	14	0
66	15	0
66	16	0
66	17	0
66	18	0
66	19	0
66	20	1
66	21	1
66	22	0
66	23	0
66	24	0
67	1	0
67	2	1
67	3	0
67	4	1
67	5	1
67	6	1
67	7	1
67	8	0
67	9	0
67	10	0
67	11	0
67	12	0
67	13	0
67	14	0
67	15	1
67	16	0
67	17	0
67	18	0
67	19	0
67	20	0
67	21	0
67	22	0
67	23	1
67	24	1
68	1	0
68	2	0
68	3	0
68	4	1
68	5	1
68	6	0
68	7	0
68	8	0
68	9	1
68	10	0
68	11	1
68	12	1
68	13	0
68	14	0
68	15	0
68	16	1
68	17	0
68	18	0
68	19	0
68	20	0
68	21	0
68	22	0
68	23	0
68	24	0
69	1	1
69	2	1
69	3	0
69	4	1
69	5	0
69	6	1
69	7	1
69	8	0
69	9	1
69	10	1
69	11	0
69	12	0
69	13	0
69	14	0
69	15	1
69	16	0
69	17	0
69	18	0
69	19	0
69	20	1
69	21	0
69	22	1
69	23	1
69	24	0
70	1	0
70	2	0
70	3	0
70	4	0
70	5	0
70	6	1
70	7	0
70	8	1
70	9	1
70	10	0
70	11	0
70	12	1
70	13	0
70	14	1
70	15	0
70	16	0
70	17	0
70	18	0
70	19	1
70	20	0
70	21	0
70	22	1
70	23	0
70	24	0
71	1	0
71	2	0
71	3	1
71	4	1
71	5	0
71	6	0
71	7	1
71	8	0
71	9	0
71	10	0
71	11	0
71	12	0
71	13	1
71	14	0
71	15	0
71	16	0
71	17	0
71	18	0
71	19	0
71	20	0
71	21	0
71	22	1
71	23	0
71	24	1
72	1	0
72	2	0
72	3	0
72	4	0
72	5	1
72	6	0
72	7	1
72	8	0
72	9	0
72	10	1
72	11	0
72	12	1
72	13	0
72	14	0
72	15	0
72	16	0
72	17	1
72	18	0
72	19	0
72	20	1
72	21	0
72	22	0
72	23	0
72	24	0
73	1	0
73	2	0
73	3	0
73	4	0
73	5	0
73	6	1
73	7	0
73	8	1
73	9	1
73	10	0
73	11	0
73	12	0
73	13	0
73	14	0
73	15	1
73	16	0
73	17	1
73	18	0
73	19	0
73	20	1
73	21	0
73	22	1
73	23	0
73	24	0
74	1	0
74	2	1
74	3	0
74	4	1
74	5	0
74	6	0
74	7	0
74	8	0
74	9	1
74	10	1
74	11	0
74	12	0
74	13	0
74	14	0
74	15	1
74	16	0
74	17	0
74	18	0
74	19	0
74	20	1
74	21	1
74	22	0
74	23	0
74	24	0
75	1	0
75	2	0
75	3	0
75	4	1
75	5	0
75	6	1
75	7	1
75	8	0
75	9	0
75	10	1
75	11	0
75	12	1
75	13	1
75	14	0
75	15	0
75	16	0
75	17	0
75	18	0
75	19	1
75	20	0
75	21	0
75	22	0
75	23	0
75	24	0
76	1	0
76	2	1
76	3	1
76	4	1
76	5	0
76	6	1
76	7	1
76	8	0
76	9	0
76	10	0
76	11	0
76	12	0
76	13	0
76	14	0
76	15	0
76	16	0
76	17	0
76	18	0
76	19	0
76	20	1
76	21	0
76	22	0
76	23	1
76	24	0
77	1	0
77	2	0
77	3	0
77	4	0
77	5	0
77	6	0
77	7	0
77	8	0
77	9	0
77	10	1
77	11	0
77	12	0
77	13	1
77	14	0
77	15	0
77	16	0
77	17	1
77	18	0
77	19	0
77	20	0
77	21	0
77	22	0
77	23	0
77	24	1
78	1	0
78	2	0
78	3	0
78	4	0
78	5	0
78	6	0
78	7	0
78	8	0
78	9	0
78	10	0
78	11	0
78	12	0
78	13	1
78	14	0
78	15	0
78	16	0
78	17	0
78	18	0
78	19	0
78	20	0
78	21	0
78	22	1
78	23	1
78	24	1
79	1	0
79	2	0
79	3	0
79	4	1
79	5	0
79	6	0
79	7	1
79	8	0
79	9	0
79	10	0
79	11	1
79	12	0
79	13	0
79	14	0
79	15	0
79	16	0
79	17	0
79	18	1
79	19	1
79	20	0
79	21	0
79	22	1
79	23	1
79	24	0
80	1	0
80	2	0
80	3	0
80	4	0
80	5	1
80	6	1
80	7	0
80	8	0
80	9	0
80	10	1
80	11	0
80	12	1
80	13	0
80	14	0
80	15	0
80	16	1
80	17	0
80	18	0
80	19	0
80	20	0
80	21	0
80	22	1
80	23	1
80	24	0
81	1	1
81	2	1
81	3	1
81	4	1
81	5	1
81	6	0
81	7	0
81	8	0
81	9	0
81	10	0
81	11	1
81	12	0
81	13	0
81	14	1
81	15	1
81	16	0
81	17	1
81	18	0
81	19	1
81	20	1
81	21	0
81	22	0
81	23	0
81	24	0
82	1	0
82	2	0
82	3	0
82	4	1
82	5	0
82	6	0
82	7	1
82	8	1
82	9	1
82	10	0
82	11	1
82	12	0
82	13	0
82	14	1
82	15	0
82	16	1
82	17	0
82	18	0
82	19	0
82	20	1
82	21	0
82	22	1
82	23	1
82	24	1
83	1	1
83	2	0
83	3	1
83	4	0
83	5	0
83	6	0
83	7	0
83	8	0
83	9	0
83	10	0
83	11	0
83	12	1
83	13	1
83	14	0
83	15	0
83	16	0
83	17	0
83	18	1
83	19	0
83	20	1
83	21	1
83	22	0
83	23	0
83	24	0
84	1	0
84	2	1
84	3	0
84	4	1
84	5	1
84	6	0
84	7	1
84	8	1
84	9	1
84	10	0
84	11	0
84	12	0
84	13	0
84	14	0
84	15	0
84	16	0
84	17	0
84	18	1
84	19	0
84	20	1
84	21	1
84	22	0
84	23	0
84	24	0
85	1	1
85	2	0
85	3	0
85	4	0
85	5	0
85	6	0
85	7	0
85	8	1
85	9	0
85	10	0
85	11	0
85	12	0
85	13	0
85	14	0
85	15	0
85	16	0
85	17	0
85	18	0
85	19	0
85	20	1
85	21	1
85	22	1
85	23	0
85	24	0
86	1	0
86	2	0
86	3	0
86	4	0
86	5	0
86	6	0
86	7	0
86	8	1
86	9	0
86	10	0
86	11	0
86	12	0
86	13	0
86	14	0
86	15	0
86	16	0
86	17	1
86	18	0
86	19	0
86	20	1
86	21	0
86	22	1
86	23	0
86	24	0
87	1	1
87	2	0
87	3	0
87	4	0
87	5	0
87	6	0
87	7	0
87	8	0
87	9	0
87	10	0
87	11	0
87	12	0
87	13	1
87	14	1
87	15	0
87	16	1
87	17	0
87	18	0
87	19	0
87	20	0
87	21	0
87	22	0
87	23	0
87	24	1
88	1	0
88	2	0
88	3	1
88	4	0
88	5	1
88	6	0
88	7	0
88	8	0
88	9	0
88	10	0
88	11	0
88	12	1
88	13	0
88	14	1
88	15	0
88	16	0
88	17	0
88	18	0
88	19	1
88	20	0
88	21	0
88	22	0
88	23	0
88	24	0
89	1	0
89	2	0
89	3	1
89	4	0
89	5	1
89	6	0
89	7	0
89	8	0
89	9	1
89	10	1
89	11	0
89	12	0
89	13	1
89	14	1
89	15	1
89	16	0
89	17	0
89	18	0
89	19	1
89	20	0
89	21	1
89	22	0
89	23	0
89	24	0
90	1	0
90	2	1
90	3	0
90	4	0
90	5	1
90	6	0
90	7	0
90	8	0
90	9	0
90	10	0
90	11	0
90	12	0
90	13	0
90	14	0
90	15	1
90	16	1
90	17	1
90	18	1
90	19	0
90	20	0
90	21	0
90	22	1
90	23	0
90	24	1
91	1	0
91	2	0
91	3	0
91	4	1
91	5	0
91	6	0
91	7	0
91	8	1
91	9	0
91	10	0
91	11	0
91	12	1
91	13	0
91	14	0
91	15	1
91	16	0
91	17	0
91	18	0
91	19	0
91	20	1
91	21	0
91	22	1
91	23	1
91	24	0
92	1	0
92	2	0
92	3	0
92	4	0
92	5	1
92	6	0
92	7	0
92	8	1
92	9	0
92	10	1
92	11	0
92	12	0
92	13	1
92	14	1
92	15	0
92	16	0
92	17	0
92	18	1
92	19	0
92	20	0
92	21	1
92	22	0
92	23	0
92	24	0
93	1	1
93	2	1
93	3	1
93	4	0
93	5	0
93	6	0
93	7	0
93	8	0
93	9	0
93	10	0
93	11	0
93	12	0
93	13	1
93	14	0
93	15	0
93	16	0
93	17	1
93	18	0
93	19	0
93	20	0
93	21	0
93	22	1
93	23	0
93	24	0
94	1	0
94	2	1
94	3	0
94	4	1
94	5	1
94	6	0
94	7	1
94	8	0
94	9	0
94	10	1
94	11	0
94	12	1
94	13	0
94	14	0
94	15	1
94	16	0
94	17	0
94	18	1
94	19	0
94	20	0
94	21	0
94	22	0
94	23	1
94	24	0
95	1	0
95	2	1
95	3	1
95	4	1
95	5	0
95	6	0
95	7	0
95	8	0
95	9	0
95	10	0
95	11	0
95	12	1
95	13	0
95	14	1
95	15	1
95	16	0
95	17	0
95	18	1
95	19	1
95	20	1
95	21	0
95	22	0
95	23	1
95	24	0
96	1	1
96	2	1
96	3	0
96	4	1
96	5	0
96	6	0
96	7	1
96	8	0
96	9	0
96	10	0
96	11	0
96	12	0
96	13	1
96	14	0
96	15	0
96	16	0
96	17	1
96	18	0
96	19	0
96	20	0
96	21	0
96	22	1
96	23	1
96	24	1
97	1	0
97	2	0
97	3	1
97	4	0
97	5	0
97	6	1
97	7	0
97	8	0
97	9	0
97	10	1
97	11	0
97	12	0
97	13	0
97	14	0
97	15	1
97	16	0
97	17	0
97	18	0
97	19	0
97	20	1
97	21	1
97	22	0
97	23	1
97	24	0
98	1	0
98	2	0
98	3	0
98	4	0
98	5	0
98	6	1
98	7	0
98	8	1
98	9	0
98	10	0
98	11	0
98	12	1
98	13	1
98	14	1
98	15	0
98	16	0
98	17	0
98	18	1
98	19	0
98	20	1
98	21	0
98	22	0
98	23	1
98	24	1
99	1	0
99	2	0
99	3	1
99	4	1
99	5	0
99	6	0
99	7	0
99	8	1
99	9	0
99	10	1
99	11	1
99	12	0
99	13	0
99	14	1
99	15	0
99	16	0
99	17	0
99	18	0
99	19	1
99	20	0
99	21	0
99	22	1
99	23	0
99	24	1
100	1	0
100	2	0
100	3	0
100	4	0
100	5	0
100	6	0
100	7	1
100	8	0
100	9	0
100	10	1
100	11	0
100	12	0
100	13	0
100	14	0
100	15	1
100	16	1
100	17	0
100	18	0
100	19	0
100	20	0
100	21	0
100	22	1
100	23	0
100	24	0
101	1	0
101	2	0
101	3	0
101	4	0
101	5	1
101	6	0
101	7	0
101	8	0
101	9	1
101	10	0
101	11	1
101	12	0
101	13	0
101	14	1
101	15	1
101	16	1
101	17	0
101	18	0
101	19	0
101	20	0
101	21	0
101	22	0
