Node	Time	Technology	Cost
5	4	Biogas_Grid	64.5
5	5	Biogas_Grid	64.5
5	6	Biogas_Grid	64.5
5	7	Biogas_Grid	64.5
5	8	Biogas_Grid	64.5
5	9	Biogas_Grid	64.5
5	10	Biogas_Grid	64.5
5	11	Biogas_Grid	64.5
5	12	Biogas_Grid	64.5
5	13	Biogas_Grid	64.5
5	14	Biogas_Grid	64.5
5	15	Biogas_Grid	64.5
5	16	Biogas_Grid	64.5
5	17	Biogas_Grid	64.5
5	18	Biogas_Grid	64.5
5	19	Biogas_Grid	64.5
5	20	Biogas_Grid	64.5
5	21	Biogas_Grid	64.5
5	22	Biogas_Grid	64.5
5	23	Biogas_Grid	64.5
5	24	Biogas_Grid	64.5
5	1	CH4_Grid	39.479
5	2	CH4_Grid	39.479
5	3	CH4_Grid	39.479
5	4	CH4_Grid	39.479
5	5	CH4_Grid	39.479
5	6	CH4_Grid	39.479
5	7	CH4_Grid	39.479
5	8	CH4_Grid	39.479
5	9	CH4_Grid	39.479
5	10	CH4_Grid	39.479
5	11	CH4_Grid	39.479
5	12	CH4_Grid	39.479
5	13	CH4_Grid	39.479
5	14	CH4_Grid	39.479
5	15	CH4_Grid	39.479
5	16	CH4_Grid	39.479
5	17	CH4_Grid	39.479
5	18	CH4_Grid	39.479
5	19	CH4_Grid	39.479
5	20	CH4_Grid	39.479
5	21	CH4_Grid	39.479
5	22	CH4_Grid	39.479
5	23	CH4_Grid	39.479
5	24	CH4_Grid	39.479
5	1	CH4_H2_Mixer	0.0
5	2	CH4_H2_Mixer	0.0
5	3	CH4_H2_Mixer	0.0
5	4	CH4_H2_Mixer	0.0
5	5	CH4_H2_Mixer	0.0
5	6	CH4_H2_Mixer	0.0
5	7	CH4_H2_Mixer	0.0
5	8	CH4_H2_Mixer	0.0
5	9	CH4_H2_Mixer	0.0
5	10	CH4_H2_Mixer	0.0
5	11	CH4_H2_Mixer	0.0
5	12	CH4_H2_Mixer	0.0
5	13	CH4_H2_Mixer	0.0
5	14	CH4_H2_Mixer	0.0
5	15	CH4_H2_Mixer	0.0
5	16	CH4_H2_Mixer	0.0
5	17	CH4_H2_Mixer	0.0
5	18	CH4_H2_Mixer	0.0
5	19	CH4_H2_Mixer	0.0
5	20	CH4_H2_Mixer	0.0
5	21	CH4_H2_Mixer	0.0
5	22	CH4_H2_Mixer	0.0
5	23	CH4_H2_Mixer	0.0
5	24	CH4_H2_Mixer	0.0
6	1	Power_Grid	0.0
6	2	Power_Grid	0.0
6	3	Power_Grid	0.0
6	4	Power_Grid	0.0
6	5	Power_Grid	0.0
6	6	Power_Grid	0.0
6	7	Power_Grid	0.0
6	8	Power_Grid	0.0
6	9	Power_Grid	0.0
6	10	Power_Grid	0.0
6	11	Power_Grid	0.0
6	12	Power_Grid	0.0
6	13	Power_Grid	0.0
6	14	Power_Grid	0.0
6	15	Power_Grid	0.0
6	16	Power_Grid	0.0
6	17	Power_Grid	0.0
6	18	Power_Grid	0.0
6	19	Power_Grid	0.0
6	20	Power_Grid	0.0
6	21	Power_Grid	0.0
6	22	Power_Grid	0.0
6	23	Power_Grid	0.0
6	24	Power_Grid	0.0
6	1	ElectricBoiler	0.0
6	2	ElectricBoiler	0.0
6	3	ElectricBoiler	0.0
6	4	ElectricBoiler	0.0
6	5	ElectricBoiler	0.0
6	6	ElectricBoiler	0.0
6	7	ElectricBoiler	0.0
6	8	ElectricBoiler	0.0
6	9	ElectricBoiler	0.0
6	10	ElectricBoiler	0.0
6	11	ElectricBoiler	0.0
6	12	ElectricBoiler	0.0
6	13	ElectricBoiler	0.0
6	14	ElectricBoiler	0.0
6	15	ElectricBoiler	0.0
6	16	ElectricBoiler	0.0
6	17	ElectricBoiler	0.0
6	18	ElectricBoiler	0.0
6	19	ElectricBoiler	0.0
6	20	ElectricBoiler	0.0
6	21	ElectricBoiler	0.0
6	22	ElectricBoiler	0.0
6	23	ElectricBoiler	0.0
6	24	ElectricBoiler	0.0
6	1	HP_LT	0.0
6	2	HP_LT	0.0
6	3	HP_LT	0.0
6	4	HP_LT	0.0
6	5	HP_LT	0.0
6	6	HP_LT	0.0
6	7	HP_LT	0.0
6	8	HP_LT	0.0
6	9	HP_LT	0.0
6	10	HP_LT	0.0
6	11	HP_LT	0.0
6	12	HP_LT	0.0
6	13	HP_LT	0.0
6	14	HP_LT	0.0
6	15	HP_LT	0.0
6	16	HP_LT	0.0
6	17	HP_LT	0.0
6	18	HP_LT	0.0
6	19	HP_LT	0.0
6	20	HP_LT	0.0
6	21	HP_LT	0.0
6	22	HP_LT	0.0
6	23	HP_LT	0.0
6	24	HP_LT	0.0
6	1	HP_MT	0.0
6	2	HP_MT	0.0
6	3	HP_MT	0.0
6	4	HP_MT	0.0
6	5	HP_MT	0.0
6	6	HP_MT	0.0
6	7	HP_MT	0.0
6	8	HP_MT	0.0
6	9	HP_MT	0.0
6	10	HP_MT	0.0
6	11	HP_MT	0.0
6	12	HP_MT	0.0
6	13	HP_MT	0.0
6	14	HP_MT	0.0
6	15	HP_MT	0.0
6	16	HP_MT	0.0
6	17	HP_MT	0.0
6	18	HP_MT	0.0
6	19	HP_MT	0.0
6	20	HP_MT	0.0
6	21	HP_MT	0.0
6	22	HP_MT	0.0
6	23	HP_MT	0.0
6	24	HP_MT	0.0
6	1	PV	0.0
6	2	PV	0.0
6	3	PV	0.0
6	4	PV	0.0
6	5	PV	0.0
6	6	PV	0.0
6	7	PV	0.0
6	8	PV	0.0
6	9	PV	0.0
6	10	PV	0.0
6	11	PV	0.0
6	12	PV	0.0
6	13	PV	0.0
6	14	PV	0.0
6	15	PV	0.0
6	16	PV	0.0
6	17	PV	0.0
6	18	PV	0.0
6	19	PV	0.0
6	20	PV	0.0
6	21	PV	0.0
6	22	PV	0.0
6	23	PV	0.0
6	24	PV	0.0
6	1	P2G	0.0
6	2	P2G	0.0
6	3	P2G	0.0
6	4	P2G	0.0
6	5	P2G	0.0
6	6	P2G	0.0
6	7	P2G	0.0
6	8	P2G	0.0
6	9	P2G	0.0
6	10	P2G	0.0
6	11	P2G	0.0
6	12	P2G	0.0
6	13	P2G	0.0
6	14	P2G	0.0
6	15	P2G	0.0
6	16	P2G	0.0
6	17	P2G	0.0
6	18	P2G	0.0
6	19	P2G	0.0
6	20	P2G	0.0
6	21	P2G	0.0
6	22	P2G	0.0
6	23	P2G	0.0
6	24	P2G	0.0
6	1	G2P	0.0
6	2	G2P	0.0
6	3	G2P	0.0
6	4	G2P	0.0
6	5	G2P	0.0
6	6	G2P	0.0
6	7	G2P	0.0
6	8	G2P	0.0
6	9	G2P	0.0
6	10	G2P	0.0
6	11	G2P	0.0
6	12	G2P	0.0
6	13	G2P	0.0
6	14	G2P	0.0
6	15	G2P	0.0
6	16	G2P	0.0
6	17	G2P	0.0
6	18	G2P	0.0
6	19	G2P	0.0
6	20	G2P	0.0
6	21	G2P	0.0
6	22	G2P	0.0
6	23	G2P	0.0
6	24	G2P	0.0
6	1	GasBoiler	0.0
6	2	GasBoiler	0.0
6	3	GasBoiler	0.0
6	4	GasBoiler	0.0
6	5	GasBoiler	0.0
6	6	GasBoiler	0.0
6	7	GasBoiler	0.0
6	8	GasBoiler	0.0
6	9	GasBoiler	0.0
6	10	GasBoiler	0.0
6	11	GasBoiler	0.0
6	12	GasBoiler	0.0
6	13	GasBoiler	0.0
6	14	GasBoiler	0.0
6	15	GasBoiler	0.0
6	16	GasBoiler	0.0
6	17	GasBoiler	0.0
6	18	GasBoiler	0.0
6	19	GasBoiler	0.0
6	20	GasBoiler	0.0
6	21	GasBoiler	0.0
6	22	GasBoiler	0.0
6	23	GasBoiler	0.0
6	24	GasBoiler	0.0
6	1	CHP	0.0
6	2	CHP	0.0
6	3	CHP	0.0
6	4	CHP	0.0
6	5	CHP	0.0
6	6	CHP	0.0
6	7	CHP	0.0
6	8	CHP	0.0
6	9	CHP	0.0
6	10	CHP	0.0
6	11	CHP	0.0
6	12	CHP	0.0
6	13	CHP	0.0
6	14	CHP	0.0
6	15	CHP	0.0
6	16	CHP	0.0
6	17	CHP	0.0
6	18	CHP	0.0
6	19	CHP	0.0
6	20	CHP	0.0
6	21	CHP	0.0
6	22	CHP	0.0
6	23	CHP	0.0
6	24	CHP	0.0
6	1	Biogas_Grid	64.5
6	2	Biogas_Grid	64.5
6	3	Biogas_Grid	64.5
6	4	Biogas_Grid	64.5
6	5	Biogas_Grid	64.5
6	6	Biogas_Grid	64.5
6	7	Biogas_Grid	64.5
6	8	Biogas_Grid	64.5
6	9	Biogas_Grid	64.5
6	10	Biogas_Grid	64.5
6	11	Biogas_Grid	64.5
6	12	Biogas_Grid	64.5
6	13	Biogas_Grid	64.5
6	14	Biogas_Grid	64.5
6	15	Biogas_Grid	64.5
6	16	Biogas_Grid	64.5
6	17	Biogas_Grid	64.5
6	18	Biogas_Grid	64.5
6	19	Biogas_Grid	64.5
6	20	Biogas_Grid	64.5
6	21	Biogas_Grid	64.5
6	22	Biogas_Grid	64.5
6	23	Biogas_Grid	64.5
6	24	Biogas_Grid	64.5
6	1	CH4_Grid	39.479
6	2	CH4_Grid	39.479
6	3	CH4_Grid	39.479
6	4	CH4_Grid	39.479
6	5	CH4_Grid	39.479
6	6	CH4_Grid	39.479
6	7	CH4_Grid	39.479
6	8	CH4_Grid	39.479
6	9	CH4_Grid	39.479
6	10	CH4_Grid	39.479
6	11	CH4_Grid	39.479
6	12	CH4_Grid	39.479
6	13	CH4_Grid	39.479
6	14	CH4_Grid	39.479
6	15	CH4_Grid	39.479
6	16	CH4_Grid	39.479
6	17	CH4_Grid	39.479
6	18	CH4_Grid	39.479
6	19	CH4_Grid	39.479
6	20	CH4_Grid	39.479
6	21	CH4_Grid	39.479
6	22	CH4_Grid	39.479
6	23	CH4_Grid	39.479
6	24	CH4_Grid	39.479
6	1	CH4_H2_Mixer	0.0
6	2	CH4_H2_Mixer	0.0
6	3	CH4_H2_Mixer	0.0
6	4	CH4_H2_Mixer	0.0
6	5	CH4_H2_Mixer	0.0
6	6	CH4_H2_Mixer	0.0
6	7	CH4_H2_Mixer	0.0
6	8	CH4_H2_Mixer	0.0
6	9	CH4_H2_Mixer	0.0
6	10	CH4_H2_Mixer	0.0
6	11	CH4_H2_Mixer	0.0
6	12	CH4_H2_Mixer	0.0
6	13	CH4_H2_Mixer	0.0
6	14	CH4_H2_Mixer	0.0
6	15	CH4_H2_Mixer	0.0
6	16	CH4_H2_Mixer	0.0
6	17	CH4_H2_Mixer	0.0
6	18	CH4_H2_Mixer	0.0
6	19	CH4_H2_Mixer	0.0
6	20	CH4_H2_Mixer	0.0
6	21	CH4_H2_Mixer	0.0
6	22	CH4_H2_Mixer	0.0
6	23	CH4_H2_Mixer	0.0
6	24	CH4_H2_Mixer	0.0
7	1	Power_Grid	0.0
7	2	Power_Grid	0.0
7	3	Power_Grid	0.0
7	4	Power_Grid	0.0
7	5	Power_Grid	0.0
7	6	Power_Grid	0.0
7	7	Power_Grid	0.0
7	8	Power_Grid	0.0
7	9	Power_Grid	0.0
7	10	Power_Grid	0.0
7	11	Power_Grid	0.0
7	12	Power_Grid	0.0
7	13	Power_Grid	0.0
7	14	Power_Grid	0.0
7	15	Power_Grid	0.0
7	16	Power_Grid	0.0
7	17	Power_Grid	0.0
7	18	Power_Grid	0.0
7	19	Power_Grid	0.0
7	20	Power_Grid	0.0
7	21	Power_Grid	0.0
7	22	Power_Grid	0.0
7	23	Power_Grid	0.0
7	24	Power_Grid	0.0
7	1	ElectricBoiler	0.0
7	2	ElectricBoiler	0.0
7	3	ElectricBoiler	0.0
7	4	ElectricBoiler	0.0
7	5	ElectricBoiler	0.0
7	6	ElectricBoiler	0.0
7	7	ElectricBoiler	0.0
7	8	ElectricBoiler	0.0
7	9	ElectricBoiler	0.0
7	10	ElectricBoiler	0.0
7	11	ElectricBoiler	0.0
7	12	ElectricBoiler	0.0
7	13	ElectricBoiler	0.0
7	14	ElectricBoiler	0.0
7	15	ElectricBoiler	0.0
7	16	ElectricBoiler	0.0
7	17	ElectricBoiler	0.0
7	18	ElectricBoiler	0.0
7	19	ElectricBoiler	0.0
7	20	ElectricBoiler	0.0
7	21	ElectricBoiler	0.0
7	22	ElectricBoiler	0.0
7	23	ElectricBoiler	0.0
7	24	ElectricBoiler	0.0
7	1	HP_LT	0.0
7	2	HP_LT	0.0
7	3	HP_LT	0.0
7	4	HP_LT	0.0
7	5	HP_LT	0.0
7	6	HP_LT	0.0
7	7	HP_LT	0.0
7	8	HP_LT	0.0
7	9	HP_LT	0.0
7	10	HP_LT	0.0
7	11	HP_LT	0.0
7	12	HP_LT	0.0
7	13	HP_LT	0.0
7	14	HP_LT	0.0
7	15	HP_LT	0.0
7	16	HP_LT	0.0
7	17	HP_LT	0.0
7	18	HP_LT	0.0
7	19	HP_LT	0.0
7	20	HP_LT	0.0
7	21	HP_LT	0.0
7	22	HP_LT	0.0
7	23	HP_LT	0.0
7	24	HP_LT	0.0
7	1	HP_MT	0.0
7	2	HP_MT	0.0
7	3	HP_MT	0.0
7	4	HP_MT	0.0
7	5	HP_MT	0.0
7	6	HP_MT	0.0
7	7	HP_MT	0.0
7	8	HP_MT	0.0
7	9	HP_MT	0.0
7	10	HP_MT	0.0
7	11	HP_MT	0.0
7	12	HP_MT	0.0
7	13	HP_MT	0.0
7	14	HP_MT	0.0
7	15	HP_MT	0.0
7	16	HP_MT	0.0
7	17	HP_MT	0.0
7	18	HP_MT	0.0
7	19	HP_MT	0.0
7	20	HP_MT	0.0
7	21	HP_MT	0.0
7	22	HP_MT	0.0
7	23	HP_MT	0.0
7	24	HP_MT	0.0
7	1	PV	0.0
7	2	PV	0.0
7	3	PV	0.0
7	4	PV	0.0
7	5	PV	0.0
7	6	PV	0.0
7	7	PV	0.0
7	8	PV	0.0
7	9	PV	0.0
7	10	PV	0.0
7	11	PV	0.0
7	12	PV	0.0
7	13	PV	0.0
7	14	PV	0.0
7	15	PV	0.0
7	16	PV	0.0
7	17	PV	0.0
7	18	PV	0.0
7	19	PV	0.0
7	20	PV	0.0
7	21	PV	0.0
7	22	PV	0.0
7	23	PV	0.0
7	24	PV	0.0
7	1	P2G	0.0
7	2	P2G	0.0
7	3	P2G	0.0
7	4	P2G	0.0
7	5	P2G	0.0
7	6	P2G	0.0
7	7	P2G	0.0
7	8	P2G	0.0
7	9	P2G	0.0
7	10	P2G	0.0
7	11	P2G	0.0
7	12	P2G	0.0
7	13	P2G	0.0
7	14	P2G	0.0
7	15	P2G	0.0
7	16	P2G	0.0
7	17	P2G	0.0
7	18	P2G	0.0
7	19	P2G	0.0
7	20	P2G	0.0
7	21	P2G	0.0
7	22	P2G	0.0
7	23	P2G	0.0
7	24	P2G	0.0
7	1	G2P	0.0
7	2	G2P	0.0
7	3	G2P	0.0
7	4	G2P	0.0
7	5	G2P	0.0
7	6	G2P	0.0
7	7	G2P	0.0
7	8	G2P	0.0
7	9	G2P	0.0
7	10	G2P	0.0
7	11	G2P	0.0
7	12	G2P	0.0
7	13	G2P	0.0
7	14	G2P	0.0
7	15	G2P	0.0
7	16	G2P	0.0
7	17	G2P	0.0
7	18	G2P	0.0
7	19	G2P	0.0
7	20	G2P	0.0
7	21	G2P	0.0
7	22	G2P	0.0
7	23	G2P	0.0
7	24	G2P	0.0
7	1	GasBoiler	0.0
7	2	GasBoiler	0.0
7	3	GasBoiler	0.0
7	4	GasBoiler	0.0
7	5	GasBoiler	0.0
7	6	GasBoiler	0.0
7	7	GasBoiler	0.0
7	8	GasBoiler	0.0
7	9	GasBoiler	0.0
7	10	GasBoiler	0.0
7	11	GasBoiler	0.0
7	12	GasBoiler	0.0
7	13	GasBoiler	0.0
7	14	GasBoiler	0.0
7	15	GasBoiler	0.0
7	16	GasBoiler	0.0
7	17	GasBoiler	0.0
7	18	GasBoiler	0.0
7	19	GasBoiler	0.0
7	20	GasBoiler	0.0
7	21	GasBoiler	0.0
7	22	GasBoiler	0.0
7	23	GasBoiler	0.0
7	24	GasBoiler	0.0
7	1	CHP	0.0
7	2	CHP	0.0
7	3	CHP	0.0
7	4	CHP	0.0
7	5	CHP	0.0
7	6	CHP	0.0
7	7	CHP	0.0
7	8	CHP	0.0
7	9	CHP	0.0
7	10	CHP	0.0
7	11	CHP	0.0
7	12	CHP	0.0
7	13	CHP	0.0
7	14	CHP	0.0
7	15	CHP	0.0
7	16	CHP	0.0
7	17	CHP	0.0
7	18	CHP	0.0
7	19	CHP	0.0
7	20	CHP	0.0
7	21	CHP	0.0
7	22	CHP	0.0
7	23	CHP	0.0
7	24	CHP	0.0
7	1	Biogas_Grid	64.5
7	2	Biogas_Grid	64.5
7	3	Biogas_Grid	64.5
7	4	Biogas_Grid	64.5
7	5	Biogas_Grid	64.5
7	6	Biogas_Grid	64.5
7	7	Biogas_Grid	64.5
7	8	Biogas_Grid	64.5
7	9	Biogas_Grid	64.5
7	10	Biogas_Grid	64.5
7	11	Biogas_Grid	64.5
7	12	Biogas_Grid	64.5
7	13	Biogas_Grid	64.5
7	14	Biogas_Grid	64.5
7	15	Biogas_Grid	64.5
7	16	Biogas_Grid	64.5
7	17	Biogas_Grid	64.5
7	18	Biogas_Grid	64.5
7	19	Biogas_Grid	64.5
7	20	Biogas_Grid	64.5
7	21	Biogas_Grid	64.5
7	22	Biogas_Grid	64.5
7	23	Biogas_Grid	64.5
7	24	Biogas_Grid	64.5
7	1	CH4_Grid	39.479
7	2	CH4_Grid	39.479
7	3	CH4_Grid	39.479
7	4	CH4_Grid	39.479
7	5	CH4_Grid	39.479
7	6	CH4_Grid	39.479
7	7	CH4_Grid	39.479
7	8	CH4_Grid	39.479
7	9	CH4_Grid	39.479
7	10	CH4_Grid	39.479
7	11	CH4_Grid	39.479
7	12	CH4_Grid	39.479
7	13	CH4_Grid	39.479
7	14	CH4_Grid	39.479
7	15	CH4_Grid	39.479
7	16	CH4_Grid	39.479
7	17	CH4_Grid	39.479
7	18	CH4_Grid	39.479
7	19	CH4_Grid	39.479
7	20	CH4_Grid	39.479
7	21	CH4_Grid	39.479
7	22	CH4_Grid	39.479
7	23	CH4_Grid	39.479
7	24	CH4_Grid	39.479
7	1	CH4_H2_Mixer	0.0
7	2	CH4_H2_Mixer	0.0
7	3	CH4_H2_Mixer	0.0
7	4	CH4_H2_Mixer	0.0
7	5	CH4_H2_Mixer	0.0
7	6	CH4_H2_Mixer	0.0
7	7	CH4_H2_Mixer	0.0
7	8	CH4_H2_Mixer	0.0
7	9	CH4_H2_Mixer	0.0
7	10	CH4_H2_Mixer	0.0
7	11	CH4_H2_Mixer	0.0
7	12	CH4_H2_Mixer	0.0
7	13	CH4_H2_Mixer	0.0
7	14	CH4_H2_Mixer	0.0
7	15	CH4_H2_Mixer	0.0
7	16	CH4_H2_Mixer	0.0
7	17	CH4_H2_Mixer	0.0
7	18	CH4_H2_Mixer	0.0
7	19	CH4_H2_Mixer	0.0
7	20	CH4_H2_Mixer	0.0
7	21	CH4_H2_Mixer	0.0
7	22	CH4_H2_Mixer	0.0
7	23	CH4_H2_Mixer	0.0
7	24	CH4_H2_Mixer	0.0
8	1	Power_Grid	0.0
8	2	Power_Grid	0.0
8	3	Power_Grid	0.0
8	4	Power_Grid	0.0
8	5	Power_Grid	0.0
8	6	Power_Grid	0.0
8	7	Power_Grid	0.0
8	8	Power_Grid	0.0
8	9	Power_Grid	0.0
8	10	Power_Grid	0.0
8	11	Power_Grid	0.0
8	12	Power_Grid	0.0
8	13	Power_Grid	0.0
8	14	Power_Grid	0.0
8	15	Power_Grid	0.0
8	16	Power_Grid	0.0
8	17	Power_Grid	0.0
8	18	Power_Grid	0.0
8	19	Power_Grid	0.0
8	20	Power_Grid	0.0
8	21	Power_Grid	0.0
8	22	Power_Grid	0.0
8	23	Power_Grid	0.0
8	24	Power_Grid	0.0
8	1	ElectricBoiler	0.0
8	2	ElectricBoiler	0.0
8	3	ElectricBoiler	0.0
8	4	ElectricBoiler	0.0
8	5	ElectricBoiler	0.0
8	6	ElectricBoiler	0.0
8	7	ElectricBoiler	0.0
8	8	ElectricBoiler	0.0
8	9	ElectricBoiler	0.0
8	10	ElectricBoiler	0.0
8	11	ElectricBoiler	0.0
8	12	ElectricBoiler	0.0
8	13	ElectricBoiler	0.0
8	14	ElectricBoiler	0.0
8	15	ElectricBoiler	0.0
8	16	ElectricBoiler	0.0
8	17	ElectricBoiler	0.0
8	18	ElectricBoiler	0.0
8	19	ElectricBoiler	0.0
8	20	ElectricBoiler	0.0
8	21	ElectricBoiler	0.0
8	22	ElectricBoiler	0.0
8	23	ElectricBoiler	0.0
8	24	ElectricBoiler	0.0
8	1	HP_LT	0.0
8	2	HP_LT	0.0
8	3	HP_LT	0.0
8	4	HP_LT	0.0
8	5	HP_LT	0.0
8	6	HP_LT	0.0
8	7	HP_LT	0.0
8	8	HP_LT	0.0
8	9	HP_LT	0.0
8	10	HP_LT	0.0
8	11	HP_LT	0.0
8	12	HP_LT	0.0
8	13	HP_LT	0.0
8	14	HP_LT	0.0
8	15	HP_LT	0.0
8	16	HP_LT	0.0
8	17	HP_LT	0.0
8	18	HP_LT	0.0
8	19	HP_LT	0.0
8	20	HP_LT	0.0
8	21	HP_LT	0.0
8	22	HP_LT	0.0
8	23	HP_LT	0.0
8	24	HP_LT	0.0
8	1	HP_MT	0.0
8	2	HP_MT	0.0
8	3	HP_MT	0.0
8	4	HP_MT	0.0
8	5	HP_MT	0.0
8	6	HP_MT	0.0
8	7	HP_MT	0.0
8	8	HP_MT	0.0
8	9	HP_MT	0.0
8	10	HP_MT	0.0
8	11	HP_MT	0.0
8	12	HP_MT	0.0
8	13	HP_MT	0.0
8	14	HP_MT	0.0
8	15	HP_MT	0.0
8	16	HP_MT	0.0
8	17	HP_MT	0.0
8	18	HP_MT	0.0
8	19	HP_MT	0.0
